GKZ,Name,Wahlberechtigte,abgegeben,gueltig,ungueltig,spoe,oevp,fpoe,gruene,neos,kpoe,cpoe,pilz,schnell,gilt
G41752,Zell am Pettenfirst,920,743,714,29,168,227,133,84,62,7,6,10,5,12
G41801,Aichkirchen,415,348,339,9,41,149,94,15,29,1,0,1,5,4
G41802,Bachmanning,458,376,364,12,86,107,69,26,47,0,18,0,4,7
G41803,Bad Wimsbach-Neydharting,1896,1523,1466,57,408,509,279,86,139,8,8,11,8,10
G41804,Buchkirchen,2995,2435,2387,48,830,528,480,208,229,15,29,23,23,22
G41805,Eberstalzell,1769,1430,1393,37,187,583,337,96,145,8,17,6,9,5
G41806,Edt bei Lambach,1628,1265,1243,22,355,334,293,84,138,1,6,11,14,7
G41807,Fischlham,1056,892,878,14,214,338,165,53,75,4,3,7,10,8
G41808,Gunskirchen,4325,3423,3352,71,978,742,783,260,413,13,23,40,68,32
G41809,Holzhausen,564,446,433,13,128,131,86,28,44,3,2,7,2,2
G41810,Krenglbach,2351,1930,1879,51,630,422,375,173,210,9,10,29,12,8
G41811,Lambach,2443,1751,1717,34,546,369,380,169,177,10,14,12,22,17
G41812,Marchtrenk,8964,6948,6765,183,2803,958,1468,509,732,39,36,79,74,63
G41813,Neukirchen bei Lambach,701,596,571,25,111,220,137,31,45,6,0,6,10,5
G41814,Offenhausen,1225,978,948,30,185,293,230,67,130,2,9,10,11,11
G41815,Pennewang,707,553,538,15,83,220,94,56,58,0,7,4,8,8
G41816,Pichl bei Wels,2071,1691,1634,57,400,493,338,143,178,9,14,19,24,16
G41817,Sattledt,1781,1429,1401,28,384,461,302,67,123,5,16,17,14,12
G41818,Schleißheim,876,719,696,23,159,187,138,74,106,0,5,10,10,7
G41819,Sipbachzell,1389,1119,1099,20,224,395,227,76,122,4,11,12,16,12
G41820,Stadl-Paura,3705,2682,2617,65,993,339,721,200,264,20,13,18,23,24
G41821,Steinerkirchen an der Traun,1807,1465,1413,52,245,622,247,101,144,8,8,11,19,8
G41822,Steinhaus,1500,1250,1213,37,246,342,416,73,104,3,4,11,7,7
G41823,Thalheim bei Wels,4189,3171,3108,63,864,774,569,418,331,14,22,57,28,26
G41824,Weißkirchen an der Traun,2360,1886,1853,33,643,415,372,171,183,11,13,17,9,19
G50101,Salzburg,103618,63798,62652,1146,15779,14122,11225,10822,6704,518,464,1455,925,539
G50201,Abtenau,4403,3464,3326,138,830,1174,472,225,486,6,33,32,46,18
G50202,Adnet,2660,2114,2032,82,396,752,313,180,277,9,28,21,38,13
G50203,Annaberg-Lungötz,1740,1400,1338,62,312,497,257,43,162,4,38,8,12,5
G50204,Golling an der Salzach,2929,2261,2192,69,544,615,396,258,269,13,7,25,37,15
G50205,Hallein,13328,9614,9407,207,2886,1538,1858,1292,1306,85,55,175,116,77
G50206,Krispl,700,575,552,23,131,203,81,16,110,1,2,3,4,1
G50207,Kuchl,4969,3751,3622,129,677,1281,576,435,450,26,24,37,76,36
G50208,Oberalm,3059,2251,2187,64,524,527,403,353,253,9,16,37,47,14
G50209,Puch bei Hallein,3225,2427,2356,71,554,675,387,309,295,14,17,52,35,15
G50210,Rußbach am Paß Gschütt,628,511,485,26,139,177,90,13,44,0,10,1,8,2
G50211,Sankt Koloman,1208,1027,990,37,97,574,115,40,136,4,3,5,9,7
G50212,Scheffau am Tennengebirge,1017,826,792,34,180,306,110,52,115,4,3,7,12,3
G50213,Bad Vigaun,1491,1159,1122,37,229,386,192,103,152,3,8,8,30,10
G50301,Anif,3129,2132,2083,49,392,695,339,293,232,8,4,41,62,16
G50302,Anthering,2611,2106,2050,56,267,767,369,312,224,16,17,32,36,8
G50303,Bergheim,3738,2829,2757,72,463,987,494,363,301,13,19,56,44,13
G50304,Berndorf bei Salzburg,1291,999,969,30,200,351,201,75,100,1,1,19,14,7
G50305,Bürmoos,3472,2574,2506,68,1091,246,499,306,235,14,34,28,31,22
G50306,Dorfbeuern,1092,830,791,39,124,339,144,58,92,3,6,3,15,7
G50307,Ebenau,1056,801,783,18,123,332,110,85,95,5,11,11,10,1
G50308,Elixhausen,2181,1639,1604,35,321,518,255,231,180,8,10,34,25,20
G50309,Elsbethen,4000,2936,2874,62,492,1001,418,480,324,8,27,54,39,28
G50310,Eugendorf,4898,3673,3583,90,586,1082,663,463,561,21,29,49,72,53
G50311,Faistenau,2273,1790,1734,56,232,589,447,138,220,6,27,18,27,29
G50312,Fuschl am See,1038,785,761,24,95,310,127,76,101,6,11,13,13,9
G50313,Göming,509,419,410,9,40,245,43,35,40,2,0,2,2,1
G50314,Grödig,5107,3614,3534,80,1031,723,735,398,452,24,17,66,50,38
G50315,Großgmain,1805,1218,1180,38,189,346,285,149,142,5,11,22,25,6
G50316,Hallwang,2959,2076,2032,44,401,625,360,284,251,8,10,30,52,9
G50317,Henndorf am Wallersee,3680,2708,2611,97,517,751,463,342,409,14,21,40,31,23
G50318,Hintersee,343,269,261,8,54,87,53,11,46,0,1,3,6,0
G50319,Hof bei Salzburg,2538,1928,1879,49,313,698,296,222,233,12,20,24,38,23
G50320,Köstendorf,1940,1502,1429,73,222,580,204,146,191,12,14,15,29,16
G50321,Koppl,2436,1875,1818,57,277,642,302,251,227,14,12,36,43,14
G50322,Lamprechtshausen,2704,2030,1971,59,321,698,400,219,232,10,20,30,28,12
G50323,Mattsee,2329,1762,1708,54,227,734,224,231,191,7,10,32,34,17
G50324,Neumarkt am Wallersee,4254,3059,2980,79,656,677,642,375,418,26,48,34,44,59
G50325,Nußdorf am Haunsberg,1748,1357,1309,48,220,527,188,160,164,4,12,7,18,9
G50326,Oberndorf bei Salzburg,4170,3052,2977,75,756,663,571,420,374,14,27,69,46,36
G50327,Obertrum am See,3487,2610,2526,84,373,961,447,296,303,9,13,45,56,22
G50328,Plainfeld,896,673,653,20,85,237,119,79,94,2,11,7,11,7
G50329,Sankt Georgen bei Salzburg,2180,1739,1669,70,303,597,320,159,200,11,22,22,24,8
G50330,Sankt Gilgen,2789,1974,1920,54,415,657,319,176,262,15,12,19,35,10
G50331,Schleedorf,726,550,535,15,95,197,103,40,65,3,6,9,11,6
G50332,Seeham,1373,1031,1000,31,147,421,134,102,133,4,6,13,23,15
G50335,Straßwalchen,5248,4038,3897,141,862,1251,795,308,468,16,57,35,64,40
G50336,Strobl,2712,1976,1906,70,438,632,277,175,265,14,34,29,26,16
G50337,Thalgau,4060,3117,3028,89,477,1052,565,306,434,12,27,50,85,20
G50338,Wals-Siezenheim,9077,6843,6683,160,1265,1982,1376,793,922,30,36,120,98,59
G50339,Seekirchen am Wallersee,7286,5396,5252,144,834,1592,930,790,774,34,29,88,127,52
G50401,Altenmarkt im Pongau,2671,2084,2010,74,334,747,361,150,291,6,63,16,29,13
G50402,Bad Hofgastein,5039,3732,3646,86,1163,910,702,209,529,18,17,29,48,20
G50403,Bad Gastein,3136,2206,2148,58,738,406,458,101,379,10,7,14,23,12
G50404,Bischofshofen,7578,5612,5492,120,2159,1026,1197,333,617,22,38,28,45,26
G50405,Dorfgastein,1263,1018,978,40,263,325,134,53,169,1,12,3,11,6
G50406,Eben im Pongau,1540,1262,1226,36,209,444,274,70,178,2,15,7,19,8
G50407,Filzmoos,991,735,707,28,77,346,97,25,135,2,4,2,12,7
G50408,Flachau,1966,1582,1546,36,260,652,283,65,230,2,17,14,14,8
G50409,Forstau,438,359,347,12,92,149,61,5,33,1,1,3,2,0
G50410,Goldegg,1859,1423,1389,34,312,445,276,122,181,0,17,9,17,9
G50411,Großarl,2794,2294,2230,64,478,1120,286,81,204,2,32,3,18,6
G50412,Hüttau,1136,912,887,25,264,252,182,24,137,2,5,2,12,7
G50413,Hüttschlag,711,560,546,14,131,255,73,30,39,2,5,1,10,0
G50414,Kleinarl,587,483,470,13,101,202,79,10,68,1,5,2,2,0
G50415,Mühlbach am Hochkönig,1228,934,914,20,374,196,175,43,111,1,4,2,6,2
G50416,Pfarrwerfen,1708,1383,1352,31,315,562,199,74,144,2,19,5,18,14
G50417,Radstadt,3379,2518,2435,83,525,794,524,148,340,4,42,21,18,12
G50418,Sankt Johann im Pongau,7843,5788,5638,150,1371,1598,1253,442,731,18,69,51,80,24
G50419,Sankt Martin am Tennengebirge,1115,899,860,39,236,228,173,37,142,0,26,4,12,2
G50420,Sankt Veit im Pongau,2662,2062,1991,71,531,622,429,152,178,3,33,11,26,5
G50421,Schwarzach im Pongau,2585,1888,1858,30,902,293,326,131,154,8,13,15,11,5
G50422,Untertauern,348,216,212,4,36,94,37,8,30,0,4,1,2,0
G50423,Wagrain,2311,1679,1637,42,268,634,397,68,219,12,6,16,10,7
G50424,Werfen,2367,1775,1720,55,562,355,360,114,252,7,24,8,31,7
G50425,Werfenweng,628,504,493,11,37,206,126,23,82,1,7,2,7,2
G50501,Göriach,288,239,238,1,46,109,47,11,21,0,1,2,1,0
G50502,Lessach,455,332,311,21,46,141,52,11,45,2,6,2,5,1
G50503,Mariapfarr,1846,1342,1311,31,312,410,182,74,267,6,14,10,23,13
G50504,Mauterndorf,1380,1020,997,23,178,340,184,65,179,5,6,12,13,15
G50505,Muhr,472,379,369,10,102,116,80,5,62,0,2,0,1,1
G50506,Ramingstein,1065,769,754,15,263,191,141,22,116,5,4,2,8,2
G50507,Sankt Andrä im Lungau,573,413,401,12,100,133,85,23,43,1,4,1,7,3
G50508,Sankt Margarethen im Lungau,601,449,440,9,113,139,76,20,78,2,3,3,4,2
G50509,Sankt Michael im Lungau,2759,1977,1942,35,529,518,397,93,333,2,14,20,22,14
G50510,Tamsweg,4635,3381,3308,73,702,1029,682,225,505,12,44,28,48,30
G50511,Thomatal,274,220,216,4,44,48,83,6,30,0,0,0,4,1
G50512,Tweng,213,127,126,1,31,58,15,1,18,0,0,1,2,0
G50513,Unternberg,774,604,596,8,128,217,109,25,92,4,3,1,9,8
G50514,Weißpriach,270,198,197,1,52,75,29,10,27,0,0,0,3,1
G50515,Zederhaus,949,757,743,14,91,341,187,18,90,0,3,2,11,0
G50601,Bramberg am Wildkogel,3131,2420,2342,78,788,737,348,96,242,4,13,15,52,45
G50602,Bruck an der Großglocknerstraße,3285,2355,2287,68,710,561,425,186,300,12,19,23,38,13
G50603,Dienten am Hochkönig,608,521,504,17,170,187,59,8,63,3,6,1,4,3
G50604,Fusch an der Großglocknerstraße,569,426,413,13,87,155,58,23,78,2,0,3,5,2
G50605,Hollersbach im Pinzgau,914,716,692,24,189,269,127,21,71,2,1,0,11,1
G50606,Kaprun,2211,1632,1595,37,562,457,202,111,194,2,6,12,32,17
G50607,Krimml,654,513,488,25,137,183,70,17,54,1,7,7,11,1
G50608,Lend,1218,966,925,41,441,166,167,31,94,5,1,1,11,8
G50609,Leogang,2340,1835,1767,68,556,643,228,100,178,4,6,10,37,5
G50610,Lofer,1508,1104,1054,50,222,393,196,84,118,6,5,6,15,9
G50611,Maishofen,2424,1654,1617,37,370,546,274,129,211,10,15,14,36,12
G50612,Maria Alm am Steinernen Meer,1545,1129,1083,46,213,435,190,51,143,0,5,5,32,9
G50613,Mittersill,3913,2792,2710,82,736,704,569,148,454,13,16,17,36,16
G50614,Neukirchen am Großvenediger,2063,1518,1469,49,454,472,210,80,154,8,7,13,62,8
G50615,Niedernsill,1934,1464,1415,49,419,396,252,102,180,8,11,11,19,17
G50616,Piesendorf,2733,1946,1897,49,460,700,303,132,214,4,9,9,47,19
G50617,Rauris,2390,1793,1740,53,344,679,311,59,268,7,13,9,35,15
G50618,Saalbach-Hinterglemm,2151,1490,1461,29,242,645,280,77,170,3,3,5,27,7
G50619,Saalfelden am Steinernen Meer,11578,8308,8124,184,2638,1710,1529,743,1052,42,81,78,178,70
G50620,Sankt Martin bei Lofer,824,593,566,27,133,214,76,57,53,3,2,1,22,5
G50621,Stuhlfelden,1183,951,920,31,264,281,154,53,142,1,3,3,14,5
G50622,Taxenbach,2171,1664,1632,32,402,570,254,86,261,5,8,10,22,13
G50623,Unken,1462,1079,1051,28,261,312,243,60,118,4,11,13,22,7
G50624,Uttendorf,2242,1674,1628,46,594,422,271,86,189,6,8,10,23,18
G50625,Viehhofen,459,347,345,2,78,88,109,10,46,0,3,1,8,2
G50626,Wald im Pinzgau,896,691,672,19,173,247,115,21,87,1,5,2,17,4
G50627,Weißbach bei Lofer,301,231,219,12,39,113,23,6,28,2,2,0,4,2
G50628,Zell am See,6891,4674,4583,91,1460,1095,786,374,663,21,22,52,64,45
G60101,Graz,189925,119993,118527,1466,27308,25900,18961,21582,14730,2625,793,4020,1754,854
G60201,Aflenz Kurort,868,606,593,13,151,178,80,71,78,4,0,16,12,3
G60202,Aflenz Land,1262,943,921,22,307,253,155,65,94,11,1,7,22,6
G60203,Breitenau am Hochlantsch,1671,1287,1259,28,584,311,181,29,109,17,2,12,12,2
G60204,Bruck an der Mur,10796,7536,7420,116,3267,1040,1436,518,808,107,31,78,82,53
G60205,Etmißl,436,345,340,5,110,103,58,12,37,3,0,2,14,1
G60206,Frauenberg,145,129,128,1,29,55,24,5,12,0,3,0,0,0
G60207,Gußwerk,1209,954,936,18,552,133,127,36,65,6,2,4,7,4
G60208,Halltal,285,243,240,3,83,85,32,4,29,0,2,1,1,3
G60209,Kapfenberg,17106,11545,11400,145,5681,1044,2372,576,1206,187,35,106,111,82
G60210,Mariazell,1320,957,939,18,219,317,202,45,90,6,14,16,21,9
G60211,Oberaich,2512,1913,1879,34,735,390,293,108,267,18,5,25,25,13
G60212,Parschlug,1465,1144,1132,12,381,220,284,65,142,13,4,7,14,2
G60213,Pernegg an der Mur,2031,1614,1580,34,673,254,271,83,203,25,9,23,23,16
G60214,Sankt Ilgen,237,195,190,5,86,61,22,3,11,2,0,2,3,0
G60215,Sankt Katharein an der Laming,933,725,713,12,306,146,152,16,66,6,3,6,12,0
G60216,Sankt Lorenzen im Mürztal,2815,2072,2040,32,727,385,415,121,293,19,6,28,32,14
G60217,Sankt Marein im Mürztal,2046,1489,1456,33,598,208,338,80,162,13,1,17,24,15
G60218,Sankt Sebastian,922,729,716,13,349,142,109,36,44,6,2,9,9,10
G60219,Thörl,1490,1176,1146,30,600,161,201,46,71,21,4,8,16,18
G60220,Tragöß,904,698,676,22,220,171,138,22,102,3,2,6,10,2
G60221,Turnau,1331,1019,1003,16,299,247,225,32,140,10,4,12,27,7
G60301,Aibl,1206,889,868,21,172,335,113,28,195,2,8,1,11,3
G60302,Deutschlandsberg,6623,4566,4474,92,1836,868,574,369,594,52,43,55,35,48
G60303,Eibiswald,1203,849,835,14,198,236,121,41,191,5,9,14,12,8
G60305,Frauental an der Laßnitz,2458,1770,1730,40,822,326,234,91,210,10,6,13,12,6
G60306,Freiland bei Deutschlandsberg,111,93,90,3,11,50,9,1,14,0,2,1,2,0
G60307,Bad Gams,1891,1314,1295,19,432,330,225,67,186,9,5,12,17,12
G60308,Garanas,231,185,184,1,29,95,21,5,29,0,1,4,0,0
G60309,Georgsberg,1206,936,911,25,138,324,195,35,177,7,11,9,12,3
G60310,Greisdorf,847,627,620,7,110,233,130,15,101,3,10,4,10,4
G60311,Gressenberg,286,219,219,0,66,84,28,6,26,1,1,2,4,1
G60312,Groß Sankt Florian,2403,1724,1687,37,450,571,265,86,252,14,10,14,14,11
G60313,Großradl,1214,911,883,28,232,307,146,18,151,6,4,1,8,10
G60314,Gundersdorf,321,250,242,8,42,84,58,2,43,0,2,5,2,4
G60315,Hollenegg,1828,1349,1316,33,462,278,236,57,225,9,17,7,23,2
G60316,Kloster,176,128,125,3,31,37,20,7,26,0,0,0,3,1
G60318,Lannach,2675,1906,1879,27,516,429,385,129,322,14,6,30,24,24
G60319,Limberg bei Wies,746,568,560,8,301,78,71,13,83,6,1,5,1,1
G60320,Marhof,869,687,674,13,229,181,95,24,126,2,2,6,4,5
G60321,Osterwitz,130,101,96,5,28,43,8,1,11,0,1,0,4,0
G60322,Pitschgau,1308,973,958,15,426,192,126,16,177,5,0,3,5,8
G60323,Pölfing-Brunn,1382,1072,1042,30,499,200,152,30,148,5,3,3,1,1
G60324,Preding,1414,1018,994,24,314,229,202,61,147,6,3,12,12,8
G60325,Rassach,1170,813,801,12,137,300,139,48,140,3,7,11,14,2
G60326,Sankt Josef (Weststeiermark),1137,875,851,24,236,246,144,51,131,11,11,7,8,6
G60327,Sankt Martin im Sulmtal,1543,1206,1172,34,317,357,184,54,238,2,2,1,7,10
G60328,Sankt Oswald ob Eibiswald,483,365,356,9,120,97,56,14,59,3,0,3,4,0
G60329,Sankt Peter im Sulmtal,1099,809,794,15,227,212,105,41,182,8,4,5,8,2
G60330,Sankt Stefan ob Stainz,1842,1343,1326,17,266,405,254,62,244,15,24,24,19,13
G60331,Schwanberg,1805,1296,1276,20,508,297,216,59,151,8,7,8,14,8
G60332,Soboth,314,275,266,9,137,70,23,10,20,3,1,2,0,0
G60333,Stainz,1955,1378,1356,22,334,407,218,130,189,14,4,27,17,16
G60334,Stainztal,1173,917,903,14,231,257,144,49,164,7,4,11,31,5
G60335,Stallhof,444,311,305,6,132,45,44,30,39,3,1,4,1,6
G60336,Sulmeck-Greith,1199,910,894,16,307,285,120,36,117,3,5,5,10,6
G60338,Trahütten,327,239,239,0,47,89,36,7,45,4,1,3,4,3
G60339,Unterbergla,1181,908,892,16,247,292,179,26,123,7,5,2,11,0
G60340,Wernersdorf,540,428,423,5,128,153,55,9,69,1,0,0,4,4
G60341,Wettmannstätten,1225,939,916,23,269,286,154,29,140,6,9,4,11,8
G60342,Wielfresen,535,418,413,5,91,182,50,11,69,0,1,0,6,3
G60343,Wies,1959,1464,1442,22,484,414,215,54,232,9,5,4,19,6
G60401,Auersbach,719,608,593,15,87,299,103,26,66,3,2,3,3,1
G60402,Aug-Radisch,244,200,185,15,10,92,60,0,20,2,1,0,0,0
G60403,Bad Gleichenberg,1750,1192,1167,25,217,386,214,108,190,8,8,15,14,7
G60404,Bairisch Kölldorf,826,647,632,15,266,145,102,31,73,1,5,3,4,2
G60405,Baumgarten bei Gnas,517,402,387,15,81,138,79,12,61,5,4,3,1,3
G60406,Breitenfeld an der Rittschein,665,542,531,11,145,187,102,14,73,0,1,4,3,2
G60407,Edelsbach bei Feldbach,1082,872,852,20,181,356,152,44,89,5,2,11,10,2
G60408,Edelstauden,378,320,312,8,46,110,60,9,71,5,5,3,3,0
G60409,Eichkögl,1001,726,712,14,130,234,167,28,127,3,6,2,13,2
G60410,Fehring,2531,1819,1772,47,416,609,333,130,206,7,19,17,12,23
G60411,Feldbach,3640,2556,2513,43,801,597,476,208,303,23,22,33,30,20
G60412,Fladnitz im Raabtal,595,470,453,17,124,137,112,14,52,0,1,3,3,7
G60413,Frannach,446,368,364,4,45,141,70,17,67,7,3,5,6,3
G60414,Frutten-Gießelsdorf,570,453,436,17,85,208,61,9,55,6,7,4,1,0
G60415,Glojach,204,174,166,8,17,62,30,8,34,0,2,4,7,2
G60416,Gnas,1526,1149,1109,40,143,490,184,75,174,2,12,11,11,7
G60417,Gniebing-Weißenbach,1758,1304,1268,36,267,397,234,82,205,19,23,14,12,15
G60418,Gossendorf,759,593,579,14,116,227,130,21,67,3,5,4,3,3
G60419,Grabersdorf,300,238,232,6,29,111,28,16,41,2,1,1,1,2
G60420,Hatzendorf,1474,1104,1082,22,197,429,210,63,129,11,2,11,19,11
G60421,Hohenbrugg-Weinberg,864,643,619,24,195,199,117,27,63,2,3,6,2,5
G60422,Jagerberg,1472,1119,1093,26,148,497,174,42,194,9,14,6,7,2
G60423,Johnsdorf-Brunn,613,476,465,11,114,174,81,23,62,3,2,1,5,0
G60424,Kapfenstein,1363,1001,979,22,202,390,185,47,121,4,5,3,11,11
G60425,Kirchbach in Steiermark,1316,1016,1001,15,141,408,161,78,162,14,6,10,13,8
G60426,Kirchberg an der Raab,1592,1211,1197,14,233,357,302,74,169,8,15,11,24,4
G60427,Kohlberg,466,387,377,10,77,181,40,13,56,2,1,2,3,2
G60428,Kornberg bei Riegersburg,974,737,718,19,120,335,135,33,70,4,6,3,8,4
G60429,Krusdorf,321,267,265,2,24,149,28,12,38,3,2,4,4,1
G60430,Leitersdorf im Raabtal,546,450,442,8,118,136,104,25,40,3,2,4,8,2
G60431,Lödersdorf,584,459,448,11,102,194,75,11,51,2,1,2,6,4
G60432,Maierdorf,469,385,374,11,44,183,73,9,55,1,4,0,3,2
G60433,Merkendorf,954,727,704,23,190,214,135,24,108,6,4,9,8,6
G60434,Mitterlabill,364,278,266,12,20,136,38,14,49,0,1,1,2,5
G60435,Mühldorf bei Feldbach,2505,1879,1836,43,420,604,391,108,223,13,26,18,18,15
G60436,Oberdorf am Hochegg,627,494,487,7,133,181,88,9,62,4,0,3,5,2
G60437,Oberstorcha,493,362,351,11,77,97,96,12,51,2,7,1,6,2
G60438,Paldau,1727,1312,1279,33,274,485,239,49,184,10,10,8,14,6
G60439,Perlsdorf,310,256,246,10,33,115,39,9,44,2,1,1,1,1
G60440,Pertlstein,680,511,504,7,113,197,100,21,56,2,4,2,4,5
G60441,Petersdorf II,700,520,508,12,84,179,101,19,85,11,3,6,11,9
G60442,Pirching am Traubenberg,1247,954,942,12,123,346,202,55,163,6,22,8,9,8
G60443,Poppendorf,581,469,459,10,36,267,62,21,62,1,0,5,3,2
G60444,Raabau,492,407,396,11,82,171,51,30,48,3,2,0,6,3
G60445,Raning,676,540,526,14,68,228,91,26,92,4,3,2,6,6
G60447,Riegersburg,2049,1575,1538,37,230,680,274,96,190,15,8,15,16,14
G60448,Sankt Anna am Aigen,1515,1080,1045,35,114,500,232,31,135,5,10,3,10,5
G60449,Sankt Stefan im Rosental,3120,2363,2310,53,392,865,454,107,396,14,28,16,28,10
G60450,Schwarzau im Schwarzautal,538,439,435,4,39,219,76,22,54,9,5,5,2,4
G60451,Stainz bei Straden,831,637,617,20,103,244,138,39,62,4,5,7,11,4
G60452,Studenzen,572,441,426,15,106,116,118,18,57,1,1,4,4,1
G60453,Trautmannsdorf in Oststeiermark,698,524,511,13,194,150,76,21,58,1,4,6,1,0
G60454,Unterauersbach,389,319,314,5,23,172,53,12,44,3,1,0,4,2
G60455,Unterlamm,1087,808,792,16,97,363,207,15,97,1,1,2,3,6
G60456,Zerlach,1462,1195,1178,17,157,477,243,47,205,9,9,10,15,6
G60501,Altenmarkt bei Fürstenfeld,971,770,754,16,140,286,126,63,110,5,4,5,6,9
G60502,Bad Blumau,1264,955,935,20,115,409,190,48,126,10,10,4,17,6
G60503,Burgau,835,660,654,6,196,211,104,37,78,5,3,8,6,6
G60504,Fürstenfeld,4857,3416,3344,72,813,1050,589,277,455,29,24,33,39,35
G60505,Großsteinbach,1081,851,828,23,89,394,173,38,100,6,2,8,15,3
G60506,Großwilfersdorf,1158,856,831,25,130,332,177,52,113,3,3,3,9,9
G60507,Hainersdorf,524,416,402,14,53,202,48,22,57,2,3,4,7,4
G60508,Ilz,2149,1601,1571,30,267,577,307,113,233,11,8,19,23,13
G60509,Loipersdorf bei Fürstenfeld,1148,831,814,17,101,290,263,31,106,3,2,5,6,7
G60510,Nestelbach im Ilztal,934,726,706,20,114,235,129,63,125,8,11,2,11,8
G60511,Ottendorf an der Rittschein,1247,912,886,26,174,309,203,40,126,5,8,3,13,5
G60512,Söchau,1238,942,918,24,191,321,183,67,127,4,3,6,11,5
G60513,Stein,403,325,318,7,34,160,65,10,43,1,0,2,1,2
G60514,Übersbach,970,736,719,17,115,318,120,43,95,3,1,10,8,6
G60601,Attendorf,1466,1038,1021,17,225,288,224,74,147,7,6,21,17,12
G60602,Brodingberg,996,779,762,17,122,255,144,48,137,13,10,8,17,8
G60603,Deutschfeistritz,3052,2268,2228,40,739,443,498,148,289,15,11,32,37,16
G60604,Dobl,1283,961,943,18,149,303,212,69,162,9,7,14,9,9
G60605,Edelsgrub,544,398,386,12,68,145,62,29,70,6,0,1,3,2
G60606,Eggersdorf bei Graz,1617,1209,1184,25,236,335,210,110,211,8,20,22,27,5
G60607,Eisbach,2457,1870,1845,25,550,425,400,161,242,10,7,24,15,11
G60608,Feldkirchen bei Graz,4108,2781,2737,44,695,619,641,175,474,32,9,40,35,17
G60609,Fernitz,2521,1860,1831,29,484,471,365,172,258,12,13,18,23,15
G60610,Frohnleiten,5161,3928,3854,74,1623,755,658,253,359,44,11,58,47,46
G60611,Gössendorf,2829,2034,2007,27,554,401,432,137,374,30,7,31,33,8
G60612,Grambach,1222,951,943,8,234,261,171,76,145,7,8,22,14,5
G60613,Gratkorn,5915,4345,4299,46,1736,613,878,262,625,36,23,61,40,25
G60614,Gratwein,2952,2116,2090,26,742,282,442,195,309,29,12,39,29,11
G60615,Großstübing,306,247,245,2,64,97,39,4,35,0,1,0,5,0
G60616,Gschnaidt,315,225,222,3,66,88,22,6,39,0,0,0,1,0
G60617,Hart bei Graz,3505,2620,2581,39,680,562,398,403,340,37,18,76,48,19
G60618,Haselsdorf-Tobelbad,1087,790,779,11,278,127,150,66,110,8,6,13,13,8
G60619,Hausmannstätten,2192,1614,1589,25,336,472,243,175,250,21,7,41,27,17
G60620,Hitzendorf,3015,2308,2273,35,535,586,459,174,406,30,7,26,37,13
G60621,Höf-Präbach,1145,892,876,16,190,284,149,84,110,11,9,16,17,6
G60622,Judendorf-Straßengel,4402,3252,3210,42,1092,532,643,358,383,49,21,61,53,18
G60623,Kainbach bei Graz,2202,1404,1376,28,255,449,235,160,170,15,13,44,28,7
G60624,Kalsdorf bei Graz,4379,2994,2958,36,921,511,690,187,494,35,9,51,45,15
G60625,Krumegg,1184,905,893,12,136,315,173,57,143,9,5,8,38,9
G60626,Kumberg,2817,2016,1977,39,355,551,325,274,346,15,11,50,36,14
G60627,Langegg bei Graz,665,521,506,15,73,211,70,32,91,8,1,7,10,3
G60628,Laßnitzhöhe,2184,1576,1532,44,309,427,245,243,200,25,3,26,35,19
G60629,Lieboch,3690,2652,2608,44,804,443,510,237,455,29,16,48,33,33
G60630,Mellach,971,718,714,4,193,165,145,55,122,10,0,7,12,5
G60631,Nestelbach bei Graz,913,685,675,10,131,215,102,72,119,4,2,16,6,8
G60632,Peggau,1652,1223,1210,13,426,153,314,61,188,17,7,22,12,10
G60633,Pirka,2434,1793,1768,25,495,283,406,144,311,27,13,39,37,13
G60634,Hart-Purgstall,1349,1069,1051,18,183,341,197,69,187,19,13,14,23,5
G60635,Raaba,1702,1285,1268,17,313,318,222,127,192,20,7,34,23,12
G60636,Röthelstein,177,139,138,1,44,27,37,1,24,2,0,0,2,1
G60637,Rohrbach-Steinberg,1126,838,826,12,260,149,183,61,136,8,1,9,16,3
G60639,Sankt Bartholomä,1118,855,836,19,187,279,156,60,123,6,4,6,11,4
G60640,Sankt Marein bei Graz,1021,767,754,13,129,234,107,104,129,13,4,16,12,6
G60641,Sankt Oswald bei Plankenwarth,953,695,686,9,243,145,114,63,91,5,4,9,10,2
G60642,Sankt Radegund bei Graz,1680,1201,1171,30,291,302,162,161,165,27,11,24,20,8
G60643,Schrems bei Frohnleiten,458,365,360,5,131,100,60,15,40,2,1,3,6,2
G60644,Seiersberg,5554,3870,3818,52,1032,765,740,393,622,61,34,101,51,19
G60645,Semriach,2567,1928,1903,25,339,621,454,81,335,12,14,12,25,10
G60646,Stattegg,2172,1562,1545,17,290,430,257,249,203,24,3,55,25,9
G60647,Stiwoll,579,434,430,4,137,142,66,24,45,2,0,9,5,0
G60648,Thal,1798,1347,1325,22,384,237,253,179,177,15,3,40,22,15
G60649,Tulwitz,416,343,334,9,38,174,56,10,41,4,3,2,6,0
G60650,Tyrnau,126,107,104,3,31,54,3,4,9,0,0,2,1,0
G60651,Übelbach,1701,1258,1236,22,440,279,237,66,182,5,7,5,13,2
G60652,Unterpremstätten,2837,2009,1979,30,542,422,414,167,348,20,11,23,24,8
G60653,Vasoldsberg,3410,2607,2572,35,549,698,495,227,450,21,16,56,42,18
